config,model,id,source,correct,steps,tool_calls,cost,seconds,answer,gold
без инструментов,gpt-4o-mini,fresh-87,fresh,False,1,0,9.42e-05,6.3,Dina Boluarte,José Jerí
без инструментов,gpt-4o-mini,fresh-88,fresh,False,1,0,5.55e-05,5.5,I will search for the relevant information on the 2026 event,"Henoko, Okinawa Prefecture"
без инструментов,gpt-4o-mini,fresh-89,fresh,False,1,0,9.63e-05,5.2,unknown,Doug Armstrong
без инструментов,gpt-4o-mini,fresh-90,fresh,False,1,0,0.00010455,5.7,UK Health Security Agency,Imperial College London
без инструментов,gpt-4o-mini,fresh-91,fresh,False,1,0,8.55e-05,5.8,I will look for the relevant information from an appropriate,"₹25,863 crore"
без инструментов,gpt-4o-mini,fresh-92,fresh,False,1,0,6.075e-05,4.7,"I will find the relevant information in the source. 

Search",Rubén Rocha Moya
без инструментов,gpt-4o-mini,fresh-93,fresh,False,1,0,5.88e-05,5.0,I will look for information regarding the 2026 FIFA World Cu,Spain
без инструментов,gpt-4o-mini,fresh-94,fresh,False,1,0,8.4e-05,5.3,4th place,11th
без инструментов,gpt-4o-mini,fresh-95,fresh,False,1,0,9.3e-05,5.3,unknown,India
без инструментов,gpt-4o-mini,fresh-96,fresh,False,1,0,6.525e-05,5.2,I need to check the latest information regarding the 2026 Eu,Istanbul
без инструментов,gpt-4o-mini,fresh-97,fresh,False,1,0,6.765e-05,4.8,"T-Mobile Park, Seattle",Citizens Bank Park
без инструментов,gpt-4o-mini,fresh-98,fresh,False,1,0,8.31e-05,5.2,No such document,Islamabad Memorandum
без инструментов,gpt-4o-mini,fresh-99,fresh,False,1,0,6.105e-05,5.4,I will look up the relevant article for events in 2026 to fi,Elon Musk
без инструментов,gpt-4o-mini,fresh-100,fresh,False,1,0,0.0001317,5.9,230000 miles,"252,756 miles"
без инструментов,gpt-4o-mini,fresh-101,fresh,False,1,0,5.655e-05,4.6,I'll find the relevant information about the 2026 Lebanon wa,10-day
без инструментов,gpt-4o-mini,fresh-102,fresh,False,1,0,7.035e-05,5.0,Unknown,Oleksandr Dovhach
без инструментов,gpt-4o-mini,fresh-103,fresh,False,1,0,6e-05,4.6,I will find the relevant information regarding the events of,José María Balcázar
без инструментов,gpt-4o-mini,fresh-104,fresh,False,1,0,9e-05,5.3,13 people,21
без инструментов,gpt-4o-mini,fresh-105,fresh,False,1,0,6.45e-05,4.9,I will search for the relevant information about fuel surcha,¥60–120
без инструментов,gpt-4o-mini,fresh-106,fresh,False,1,0,8.79e-05,5.5,likely a new terminal or facility,GRU Airport People Mover
без инструментов,gpt-4o-mini,fresh-107,fresh,False,1,0,4.98e-05,4.9,I will look for relevant information.,2026 Beninese parliamentary election
без инструментов,gpt-4o-mini,fresh-108,fresh,False,1,0,0.00010155,5.5,unknown,Michaelmas Island
без инструментов,gpt-4o-mini,fresh-109,fresh,False,1,0,8.985e-05,5.5,terrorism-related activities,conspiracy to commit arson
без инструментов,gpt-4o-mini,fresh-110,fresh,False,1,0,7.575e-05,5.0,unknown,Clay Fuller
без инструментов,gpt-4o-mini,fresh-111,fresh,False,1,0,5.625e-05,4.7,I will check for the relevant article about events in the ye,prime minister
без инструментов,gpt-4o-mini,fresh-112,fresh,False,1,0,6.33e-05,4.6,I will find the relevant article to get accurate information,SMILE
без инструментов,gpt-4o-mini,fresh-113,fresh,False,1,0,6.33e-05,4.9,I will search for relevant information regarding job cuts an,850
без инструментов,gpt-4o-mini,fresh-114,fresh,False,1,0,9.525e-05,5.2,likely a new facility,Urgent Care Centre
без инструментов,gpt-4o-mini,fresh-115,fresh,False,1,0,9.195e-05,5.3,unknown,66
без инструментов,gpt-4o-mini,fresh-116,fresh,False,1,0,8.49e-05,5.7,No specific information found about individuals associated w,Nelly Korda
без инструментов,gpt-4o-mini,fresh-117,fresh,False,1,0,8.52e-05,5.3,Line 10,Line S2
без инструментов,gpt-4o-mini,fresh-118,fresh,False,1,0,9.105e-05,5.5,Francesco Guardi,Antonello da Messina
без инструментов,gpt-4o-mini,fresh-119,fresh,False,1,0,0.00010395,6.0,Not found.,Baku and Tbilisi
без инструментов,gpt-4o-mini,fresh-120,fresh,False,1,0,9.285e-05,5.5,Operation Diligent,Operation Southern Spear
без инструментов,gpt-4o-mini,fresh-121,fresh,False,1,0,6.54e-05,5.0,I will find the relevant article for 2026 to locate the info,5.6
без инструментов,gpt-4o-mini,fresh-122,fresh,False,1,0,0.00010575,5.4,unknown,Angus Taylor
без инструментов,gpt-4o-mini,fresh-123,fresh,False,1,0,6.885e-05,5.4,Unknown,Burkina Faso
без инструментов,gpt-4o-mini,fresh-124,fresh,False,1,0,5.325e-05,5.3,I will find the relevant article for events in 2026.,Kehl
без инструментов,gpt-4o-mini,fresh-125,own,False,1,0,9.63e-05,5.2,unknown,Biała Podlaska
без инструментов,gpt-4o-mini,fresh-126,own,False,1,0,5.775e-05,4.8,I will find the relevant information about events in June 20,Order of the White Eagle
без инструментов,gpt-4o-mini,fresh-127,own,False,1,0,8.955e-05,5.2,4.6 magnitude,4.9
без инструментов,gpt-4o-mini,fresh-128,own,False,1,0,8.505e-05,5.1,0 years,four years
без инструментов,gpt-4o-mini,fresh-129,own,False,1,0,7.11e-05,5.3,30 homes,more than 100
без инструментов,gpt-4o-mini,fresh-130,own,False,1,0,8.46e-05,6.0,8 months,47 months
без инструментов,gpt-4o-mini,fresh-131,own,False,1,0,8.67e-05,5.5,Malmö,Fagersta
без инструментов,gpt-4o-mini,fresh-132,own,False,1,0,8.91e-05,7.3,22 people,30
без инструментов,gpt-4o-mini,fresh-133,own,False,1,0,8.16e-05,17.5,Kepala BKKBN (Head of the National Population and Family Pla,Dadan Hindayana
без инструментов,gpt-4o-mini,fresh-134,own,False,1,0,8.7e-05,6.1,5 years,75 years
без инструментов,gpt-4o-mini,fresh-135,own,False,1,0,5.7e-05,5.9,I will look up the relevant information for the 2026 FIFA Wo,Thapelo Maseko
без инструментов,gpt-4o-mini,fresh-136,own,False,1,0,9.615e-05,5.7,unknown,Forty-one
без инструментов,gpt-4o-mini,fresh-137,own,False,1,0,9.33e-05,4.9,0%,49.66%
без инструментов,gpt-4o-mini,fresh-138,own,False,1,0,0.00010185,6.3,0,€16.4 billion
без инструментов,gpt-4o-mini,fresh-139,own,False,1,0,8.52e-05,5.7,Al-Ga'ab Oasis,Dakhla Oasis
без инструментов,gpt-4o-mini,fresh-140,own,False,1,0,8.7e-05,5.7,S4711,S301
без инструментов,gpt-4o-mini,fresh-141,own,False,1,0,8.58e-05,5.8,glycolonitrile,erythrulose
без инструментов,gpt-4o-mini,fresh-142,own,False,1,0,0.0001014,6.3,unknown,Vincent Keymer
без инструментов,gpt-4o-mini,fresh-143,own,False,1,0,8.025e-05,36.0,unknown,Hans Niemann
без инструментов,gpt-4o-mini,fresh-144,own,False,1,0,8.61e-05,6.0,unknown,€3 billion
без инструментов,gpt-4o-mini,fresh-145,own,False,1,0,9.18e-05,5.8,unknown,Ødum
без инструментов,gpt-4o-mini,fresh-146,own,False,1,0,9.51e-05,60.6,unknown town,Aarau
без инструментов,gpt-4o-mini,fresh-147,own,False,1,0,9.645e-05,17.6,0 people,"2,295"
без инструментов,gpt-4o-mini,fresh-148,own,False,1,0,7.215e-05,4.9,I will find the relevant information regarding the election ,50.135%
без инструментов,gpt-4o-mini,fresh-149,own,False,1,0,6.3e-05,4.8,I will find the relevant information about events in Romania,Adrian Veștea
поиск,gpt-4o-mini,fresh-0,fresh,False,6,5,0.0009831,74.2,unknown,15 March
поиск,gpt-4o-mini,fresh-1,fresh,True,2,1,0.00014655,18.0,22 March,22 March
поиск,gpt-4o-mini,fresh-2,fresh,False,3,2,0.0003447,32.3,nobody,Miguel Díaz-Canel
поиск,gpt-4o-mini,fresh-3,fresh,False,4,4,0.0003549,54.8,no agreement,a strategic partnership agreement
поиск,gpt-4o-mini,fresh-4,fresh,False,5,4,0.000486,59.3,likely information not available,A total fire ban
поиск,gpt-4o-mini,fresh-5,fresh,True,2,1,0.0001429499999999,18.1,2 people,two people
поиск,gpt-4o-mini,fresh-6,fresh,False,2,1,0.0001611,17.9,519 missing people,"4,500"
поиск,gpt-4o-mini,fresh-7,fresh,False,7,8,0.00127125,107.3,unclear,Deniz Göktaş
поиск,gpt-4o-mini,fresh-8,fresh,False,9,8,0.0013749,113.5,unknown.,Pavel Durov
поиск,gpt-4o-mini,fresh-9,fresh,True,2,1,0.0001386,17.6,New Delhi,New Delhi
поиск,gpt-4o-mini,fresh-10,fresh,False,7,6,0.0008391,88.3,0 people,Twelve
поиск,gpt-4o-mini,fresh-11,fresh,False,7,6,0.0008864999999999,86.5,Unknown,Helter Skelter
поиск,gpt-4o-mini,fresh-12,fresh,False,4,3,0.0003804,46.6,0 children,"700,000"
поиск,gpt-4o-mini,fresh-13,fresh,False,2,1,0.00021075,18.0,Unable to find the specific highest recorded temperature in ,41.5 °C
поиск,gpt-4o-mini,fresh-14,fresh,False,7,6,0.00112305,86.7,Spain,Ciudad Rodrigo
поиск,gpt-4o-mini,fresh-15,fresh,False,4,5,0.00050115,62.5,unknown,Oleksandr Syrskyi
поиск,gpt-4o-mini,fresh-16,fresh,True,4,3,0.0003984,49.5,Montreal Victoire,Montreal Victoire
поиск,gpt-4o-mini,fresh-17,fresh,False,4,3,0.00040515,44.5,unknown,EOS-05
поиск,gpt-4o-mini,fresh-18,fresh,False,9,7,0.00230655,105.2,6 November 2019,13 July
поиск,gpt-4o-mini,fresh-19,fresh,False,9,7,0.00158415,105.4,Disney Branded Television,Disney Kids & Family
поиск,gpt-4o-mini,fresh-20,fresh,True,2,1,0.00015285,17.8,single-elimination tournament,single-elimination
поиск,gpt-4o-mini,fresh-21,fresh,False,7,6,0.0012249,86.3,no specific artist,Gavin Snider
поиск,gpt-4o-mini,fresh-22,fresh,False,4,4,0.00040425,55.8,unknown,Clara and the Below
поиск,gpt-4o-mini,fresh-23,fresh,False,9,7,0.00184455,124.9,Unknown,German Galushchenko
поиск,gpt-4o-mini,fresh-24,fresh,False,9,8,0.0011703,132.1,2026 Commonwealth Games,a drought
поиск,gpt-4o-mini,fresh-25,fresh,True,2,1,0.0001827,26.8,open war,"""open war"""
поиск,gpt-4o-mini,fresh-26,fresh,False,4,3,0.0003228,56.7,0 people,nine
поиск,gpt-4o-mini,fresh-27,fresh,False,5,4,0.00079965,77.4,Marin Alsop,Markus Hinterhäuser
поиск,gpt-4o-mini,fresh-28,fresh,False,2,1,0.00015825,46.1,6 people,nine
поиск,gpt-4o-mini,fresh-29,fresh,False,2,1,0.00016695,18.1,46 people,43
поиск,gpt-4o-mini,fresh-30,fresh,False,6,6,0.00066405,69.4,Istanbul,Ankara
поиск,gpt-4o-mini,fresh-31,fresh,True,4,3,0.0005538,47.4,Aibek Dädebai,Aibek Dädebai
поиск,gpt-4o-mini,fresh-32,fresh,True,2,1,0.00020925,18.2,Richard Lewer,Richard Lewer
поиск,gpt-4o-mini,fresh-33,fresh,False,8,7,0.0011115,101.8,,Marilyn Gladu
поиск,gpt-4o-mini,fresh-34,fresh,False,5,4,0.00048375,59.8,unknown,6.3
поиск,gpt-4o-mini,fresh-35,fresh,False,9,7,0.00177165,109.4,unknown,Dina Levačić
поиск,gpt-4o-mini,fresh-36,fresh,False,2,1,0.0001593,19.1,136 people,129
поиск,gpt-4o-mini,fresh-37,fresh,False,9,8,0.00159345,114.2,unknown,15 June
поиск,gpt-4o-mini,fresh-38,fresh,True,2,1,0.00016005,18.0,13th Chief Minister of Keralam,Chief Minister
поиск,gpt-4o-mini,fresh-39,fresh,False,2,1,0.0001659,18.0,"Adamuz, Córdoba",Gelida
поиск,gpt-4o-mini,fresh-40,fresh,False,7,6,0.00085365,85.2,unknown,Vladimir Alekseyev
поиск,gpt-4o-mini,fresh-41,fresh,False,6,6,0.00090615,81.6,unknown,Thirty thousand people
поиск,gpt-4o-mini,fresh-42,fresh,False,6,5,0.00083475,72.2,government official,Prime Minister Narendra Modi
поиск,gpt-4o-mini,fresh-43,fresh,True,6,5,0.00077505,71.5,1 January 2026 Zohran Mamdani,Zohran Mamdani
поиск,gpt-4o-mini,fresh-44,fresh,False,9,7,0.0010212,206.2,нет данных,LHS 1140 b
поиск,gpt-4o-mini,fresh-45,fresh,False,8,7,0.0008997,193.8,military aircraft,F-16 Fighting Falcon
поиск,gpt-4o-mini,fresh-46,fresh,True,2,1,0.0001614,17.9,5 people,five
поиск,gpt-4o-mini,fresh-47,fresh,False,2,1,0.0001751999999999,17.6,Minister of Education,Education Minister
поиск,gpt-4o-mini,fresh-48,fresh,True,3,2,0.00023925,31.0,Mykhailo Fedorov,Mykhailo Fedorov
поиск,gpt-4o-mini,fresh-49,fresh,False,8,8,0.0012273,210.1,unknown,life imprisonment
поиск,gpt-4o-mini,fresh-50,fresh,False,5,4,0.00062895,104.1,No information,"802,500 lira"
поиск,gpt-4o-mini,fresh-51,fresh,False,9,9,0.0012303,187.1,Unknown,Bruno Foucher
поиск,gpt-4o-mini,fresh-52,fresh,False,9,7,0.00111405,187.6,5.8,5.2
поиск,gpt-4o-mini,fresh-53,fresh,False,4,3,0.0003549,53.3,Unknown,Tonya McBride Robles
поиск,gpt-4o-mini,fresh-54,fresh,True,2,1,0.0001668,17.3,80 people,80
поиск,gpt-4o-mini,fresh-55,fresh,True,3,2,0.0002322,31.0,2 people,two
поиск,gpt-4o-mini,fresh-56,fresh,False,9,8,0.0021345,115.0,не известно,3%
поиск,gpt-4o-mini,fresh-57,fresh,False,9,7,0.001197,117.3,Unknown,Yoon Suk Yeol
поиск,gpt-4o-mini,fresh-58,fresh,False,9,7,0.00205785,105.5,BYD,BYD Auto
поиск,gpt-4o-mini,fresh-59,fresh,False,3,3,0.00052815,41.2,unknown,Carson Ting
поиск,gpt-4o-mini,fresh-60,fresh,False,3,2,0.0002636999999999,30.4,0 people,209
поиск,gpt-4o-mini,fresh-61,fresh,True,2,1,0.00014385,17.5,14 people,Fourteen
поиск,gpt-4o-mini,fresh-62,fresh,False,5,4,0.0005907,58.3,unknown,13 years
поиск,gpt-4o-mini,fresh-63,fresh,False,3,2,0.00023745,32.1,unknown.,Two
поиск,gpt-4o-mini,fresh-64,fresh,False,5,4,0.00068055,58.0,unknown,mayor of Lutsk
поиск,gpt-4o-mini,fresh-65,fresh,False,8,7,0.00098505,113.1,0 people,16
поиск,gpt-4o-mini,fresh-66,fresh,False,5,4,0.00071895,59.1,0 people,at least six
поиск,gpt-4o-mini,fresh-67,fresh,False,6,6,0.00062175,110.2,Maayan Licht,Liam Nassereddine
поиск,gpt-4o-mini,fresh-68,fresh,True,5,4,0.00044685,60.0,Mark Carney,Mark Carney
поиск,gpt-4o-mini,fresh-69,fresh,True,2,1,0.0001503,18.7,Leipzig,Leipzig
поиск,gpt-4o-mini,fresh-70,fresh,False,5,5,0.000519,82.8,Unknown,night train service
поиск,gpt-4o-mini,fresh-71,fresh,False,2,1,0.00016245,18.5,Nikita Solovyovat,Nikita Solovyov
поиск,gpt-4o-mini,fresh-72,fresh,True,2,1,0.00019665,19.1,Dharmendra Pradhan,Dharmendra Pradhan
поиск,gpt-4o-mini,fresh-73,fresh,False,6,5,0.0006471,109.0,unknown,Han Hak-ja
поиск,gpt-4o-mini,fresh-74,fresh,True,2,1,0.0001487999999999,32.3,Daniel Ortega,Daniel Ortega
поиск,gpt-4o-mini,fresh-75,fresh,False,6,5,0.0008989499999999,110.8,unknown,Novokuznetsk
поиск,gpt-4o-mini,fresh-76,fresh,False,5,5,0.00050805,94.4,life sentence,life imprisonment
поиск,gpt-4o-mini,fresh-77,fresh,False,6,5,0.00066915,95.3,unknown,Carlos Vila Nova
поиск,gpt-4o-mini,fresh-78,fresh,False,7,6,0.00108255,101.2,6 months,13.2 months
поиск,gpt-4o-mini,fresh-79,fresh,False,7,7,0.0008988,105.0,0 games,three
поиск,gpt-4o-mini,fresh-80,fresh,True,4,3,0.00033405,45.4,"UGC Equity Regulations, 2026","UGC Equity Regulations, 2026"
поиск,gpt-4o-mini,fresh-81,fresh,False,2,1,0.0001685999999999,17.8,84 million passengers,8.15m
поиск,gpt-4o-mini,fresh-82,fresh,False,2,1,0.0001728,17.9,28 deaths,28 people
поиск,gpt-4o-mini,fresh-83,fresh,False,9,7,0.00152445,114.3,explosive device,improvised explosive device
поиск,gpt-4o-mini,fresh-84,fresh,False,9,7,0.0011652,106.8,0 games,eight games
поиск,gpt-4o-mini,fresh-85,fresh,False,2,1,0.0002097,18.4,38.0 °C,38 °C
поиск,gpt-4o-mini,fresh-86,fresh,False,6,5,0.00062055,79.5,0,£30.4bn
поиск,gpt-4o-mini,fresh-87,fresh,False,9,7,0.0011583,113.0,unknown,José Jerí
поиск,gpt-4o-mini,fresh-88,fresh,False,5,4,0.0005472,61.7,no information,"Henoko, Okinawa Prefecture"
поиск,gpt-4o-mini,fresh-89,fresh,False,9,7,0.00138375,111.8,unknown,Doug Armstrong
поиск,gpt-4o-mini,fresh-90,fresh,False,2,1,0.00023415,18.5,experts,Imperial College London
поиск,gpt-4o-mini,fresh-91,fresh,False,3,2,0.00025335,32.1,0,"₹25,863 crore"
поиск,gpt-4o-mini,fresh-92,fresh,False,9,7,0.00107025,123.4,Данных нет.,Rubén Rocha Moya
поиск,gpt-4o-mini,fresh-93,fresh,True,2,1,0.0001942499999999,17.8,Spain,Spain
поиск,gpt-4o-mini,fresh-94,fresh,True,2,1,0.00015,18.0,11th place,11th
поиск,gpt-4o-mini,fresh-95,fresh,True,2,1,0.0001675499999999,18.3,India,India
поиск,gpt-4o-mini,fresh-96,fresh,True,2,2,0.00019395,27.7,"Istanbul, Turkey",Istanbul
поиск,gpt-4o-mini,fresh-97,fresh,True,2,1,0.0001521,18.2,"Citizens Bank Park, Philadelphia, Pennsylvania",Citizens Bank Park
поиск,gpt-4o-mini,fresh-98,fresh,True,4,3,0.0005634,64.9,Islamabad Memorandum,Islamabad Memorandum
поиск,gpt-4o-mini,fresh-99,fresh,True,6,5,0.00078285,98.8,Elon Musk,Elon Musk
поиск,gpt-4o-mini,fresh-100,fresh,True,2,1,0.0001944,18.3,252756 miles,"252,756 miles"
поиск,gpt-4o-mini,fresh-101,fresh,False,2,1,0.00019335,18.0,10 days,10-day
поиск,gpt-4o-mini,fresh-102,fresh,False,6,5,0.0007392,122.5,no information,Oleksandr Dovhach
поиск,gpt-4o-mini,fresh-103,fresh,True,7,7,0.00083235,142.4,José María Balcázar,José María Balcázar
поиск,gpt-4o-mini,fresh-104,fresh,False,2,1,0.00016935,52.5,unknown,21
поиск,gpt-4o-mini,fresh-105,fresh,False,2,3,0.0003377999999999,57.7,increase likely due to fuel crisis,¥60–120
поиск,gpt-4o-mini,fresh-106,fresh,False,6,5,0.0010502999999999,84.1,Not available,GRU Airport People Mover
поиск,gpt-4o-mini,fresh-107,fresh,False,7,5,0.0008463,90.6,no event,2026 Beninese parliamentary election
поиск,gpt-4o-mini,fresh-108,fresh,False,9,9,0.00137535,126.1,unknown location,Michaelmas Island
поиск,gpt-4o-mini,fresh-109,fresh,False,4,3,0.00038325,45.3,antisemitic attacks,conspiracy to commit arson
поиск,gpt-4o-mini,fresh-110,fresh,False,4,3,0.0004086,44.5,Everton Blair,Clay Fuller
поиск,gpt-4o-mini,fresh-111,fresh,False,2,1,0.000186,18.3,leader of the Labour Party,prime minister
поиск,gpt-4o-mini,fresh-112,fresh,False,9,8,0.0014148,115.4,нет данных,SMILE
поиск,gpt-4o-mini,fresh-113,fresh,False,5,4,0.00078885,61.5,Unknown,850
поиск,gpt-4o-mini,fresh-114,fresh,False,8,7,0.0015552,105.1,unknown facility,Urgent Care Centre
поиск,gpt-4o-mini,fresh-115,fresh,True,2,1,0.00015405,19.0,66 people,66
поиск,gpt-4o-mini,fresh-116,fresh,True,2,1,0.0001521,18.3,"Nelly Korda, Charley Hull, Gaby López",Nelly Korda
поиск,gpt-4o-mini,fresh-117,fresh,False,8,7,0.0010245,103.0,unknown line,Line S2
поиск,gpt-4o-mini,fresh-118,fresh,False,4,3,0.0005049,47.2,unknown,Antonello da Messina
поиск,gpt-4o-mini,fresh-119,fresh,False,5,4,0.00067995,59.5,unknown,Baku and Tbilisi
поиск,gpt-4o-mini,fresh-120,fresh,False,2,1,0.00019305,18.8,military raid in Venezuela,Operation Southern Spear
поиск,gpt-4o-mini,fresh-121,fresh,False,9,7,0.0010635,170.0,unknown,5.6
поиск,gpt-4o-mini,fresh-122,fresh,False,9,7,0.00160725,161.9,unknown,Angus Taylor
поиск,gpt-4o-mini,fresh-123,fresh,False,9,7,0.0012426,175.6,Algeria,Burkina Faso
поиск,gpt-4o-mini,fresh-124,fresh,False,9,8,0.0014901,160.8,no information,Kehl
поиск,gpt-4o-mini,fresh-125,own,False,9,7,0.0011861999999999,171.6,unknown town,Biała Podlaska
поиск,gpt-4o-mini,fresh-126,own,True,5,4,0.00067485,99.3,Order of the White Eagle,Order of the White Eagle
поиск,gpt-4o-mini,fresh-127,own,False,4,3,0.0003800999999999,55.7,0,4.9
поиск,gpt-4o-mini,fresh-128,own,True,2,1,0.0001839,21.5,4 years,four years
поиск,gpt-4o-mini,fresh-129,own,False,2,1,0.0001569,22.7,100 homes,more than 100
поиск,gpt-4o-mini,fresh-130,own,False,6,5,0.00067335,79.3,0 months,47 months
поиск,gpt-4o-mini,fresh-131,own,False,6,5,0.00064365,75.6,unknown,Fagersta
поиск,gpt-4o-mini,fresh-132,own,False,5,4,0.0004842,61.3,47 people,30
поиск,gpt-4o-mini,fresh-133,own,False,9,7,0.0015267,104.3,unknown,Dadan Hindayana
поиск,gpt-4o-mini,fresh-134,own,True,4,3,0.0003261,44.8,75 years,75 years
поиск,gpt-4o-mini,fresh-135,own,False,6,5,0.00078225,71.7,unknown,Thapelo Maseko
поиск,gpt-4o-mini,fresh-136,own,True,2,1,0.00016005,17.7,41 people,Forty-one
поиск,gpt-4o-mini,fresh-137,own,True,2,1,0.00017235,17.3,49.66%,49.66%
поиск,gpt-4o-mini,fresh-138,own,False,7,6,0.0010077,84.6,0,€16.4 billion
поиск,gpt-4o-mini,fresh-139,own,False,6,6,0.0005781,80.9,Siwa Oasis,Dakhla Oasis
поиск,gpt-4o-mini,fresh-140,own,False,9,7,0.0020139,198.0,S4711,S301
поиск,gpt-4o-mini,fresh-141,own,True,8,7,0.0011733,137.9,erythrulose,erythrulose
поиск,gpt-4o-mini,fresh-142,own,False,4,3,0.0003921,44.8,unknown,Vincent Keymer
поиск,gpt-4o-mini,fresh-143,own,False,4,3,0.0004065,45.0,not specified,Hans Niemann
поиск,gpt-4o-mini,fresh-144,own,False,9,7,0.001164,189.9,unknown,€3 billion
поиск,gpt-4o-mini,fresh-145,own,False,9,7,0.00148575,164.9,unknown location,Ødum
поиск,gpt-4o-mini,fresh-146,own,False,9,7,0.00117915,181.0,швейцарский город,Aarau
поиск,gpt-4o-mini,fresh-147,own,False,3,2,0.00024675,91.1,6500 people,"2,295"
поиск,gpt-4o-mini,fresh-148,own,False,9,7,0.00210405,135.0,51.7%,50.135%
поиск,gpt-4o-mini,fresh-149,own,False,9,7,0.0011172,107.6,unknown,Adrian Veștea
поиск + страница,gpt-4o-mini,fresh-0,fresh,True,4,3,0.00063915,36.0,15 March,15 March
поиск + страница,gpt-4o-mini,fresh-1,fresh,True,2,1,0.00018465,17.7,22 March 2026,22 March
поиск + страница,gpt-4o-mini,fresh-2,fresh,True,3,2,0.0004503,26.9,Miguel Díaz-Canel,Miguel Díaz-Canel
поиск + страница,gpt-4o-mini,fresh-3,fresh,False,9,8,0.0013012499999999,176.4,cooperation agreement.,a strategic partnership agreement
поиск + страница,gpt-4o-mini,fresh-4,fresh,True,4,3,0.0005814,36.9,"total fire ban 9 January, statewide emergency 10 January",A total fire ban
поиск + страница,gpt-4o-mini,fresh-5,fresh,True,2,1,0.00017925,17.6,2 people,two people
поиск + страница,gpt-4o-mini,fresh-6,fresh,False,2,1,0.00019815,17.6,519 missing people,"4,500"
поиск + страница,gpt-4o-mini,fresh-7,fresh,True,5,4,0.0007344,77.0,Deniz Göktaş,Deniz Göktaş
поиск + страница,gpt-4o-mini,fresh-8,fresh,True,3,2,0.0004266,26.5,Pavel Durov,Pavel Durov
поиск + страница,gpt-4o-mini,fresh-9,fresh,True,3,2,0.0003549,27.0,New Delhi,New Delhi
поиск + страница,gpt-4o-mini,fresh-10,fresh,True,5,4,0.0005829,52.4,12 people,Twelve
поиск + страница,gpt-4o-mini,fresh-11,fresh,True,3,2,0.000303,27.2,Helter Skelter: Arthur Jafa and Richard Prince,Helter Skelter
поиск + страница,gpt-4o-mini,fresh-12,fresh,False,3,2,0.0003726,29.3,unknown,"700,000"
поиск + страница,gpt-4o-mini,fresh-13,fresh,True,3,2,0.0004095,29.8,41.5 °C,41.5 °C
поиск + страница,gpt-4o-mini,fresh-14,fresh,True,3,2,0.000411,29.1,Ciudad Rodrigo,Ciudad Rodrigo
поиск + страница,gpt-4o-mini,fresh-15,fresh,True,4,3,0.0005813999999999,140.0,Oleksandr Syrskyi,Oleksandr Syrskyi
поиск + страница,gpt-4o-mini,fresh-16,fresh,True,6,5,0.00087135,110.4,Montreal Victoire 1 Walter Cup,Montreal Victoire
поиск + страница,gpt-4o-mini,fresh-17,fresh,False,6,5,0.0011178,116.2,propulsion module for BepiColombo,EOS-05
поиск + страница,gpt-4o-mini,fresh-18,fresh,False,9,7,0.00246945,160.6,6 November 2019,13 July
поиск + страница,gpt-4o-mini,fresh-19,fresh,False,9,7,0.0020643,131.8,Disney Television,Disney Kids & Family
поиск + страница,gpt-4o-mini,fresh-20,fresh,True,2,1,0.00018915,26.4,single-elimination tournament,single-elimination
поиск + страница,gpt-4o-mini,fresh-21,fresh,False,9,7,0.0017001,116.3,Unknown artist,Gavin Snider
поиск + страница,gpt-4o-mini,fresh-22,fresh,True,4,3,0.0004983,41.6,Clara and the Below,Clara and the Below
поиск + страница,gpt-4o-mini,fresh-23,fresh,True,3,2,0.00035295,27.9,German Galushchenko,German Galushchenko
поиск + страница,gpt-4o-mini,fresh-24,fresh,True,4,4,0.00050295,49.0,drought,a drought
поиск + страница,gpt-4o-mini,fresh-25,fresh,True,4,3,0.0006378,36.5,open war,"""open war"""
поиск + страница,gpt-4o-mini,fresh-26,fresh,False,7,6,0.00131595,64.9,0 people,nine
поиск + страница,gpt-4o-mini,fresh-27,fresh,False,9,7,0.0019563,100.0,most likely a short answer.,Markus Hinterhäuser
поиск + страница,gpt-4o-mini,fresh-28,fresh,True,3,2,0.000363,27.1,9 people,nine
поиск + страница,gpt-4o-mini,fresh-29,fresh,False,2,1,0.0002025,18.7,46 people,43
поиск + страница,gpt-4o-mini,fresh-30,fresh,True,3,2,0.00038535,28.1,Ankara,Ankara
поиск + страница,gpt-4o-mini,fresh-31,fresh,False,5,4,0.0005493,58.8,Ädilet party,Aibek Dädebai
поиск + страница,gpt-4o-mini,fresh-32,fresh,True,8,7,0.00171315,83.3,Richard Lewer,Richard Lewer
поиск + страница,gpt-4o-mini,fresh-33,fresh,False,9,7,0.0019332,218.5,unknown,Marilyn Gladu
поиск + страница,gpt-4o-mini,fresh-34,fresh,True,4,3,0.00052635,39.9,6.3,6.3
поиск + страница,gpt-4o-mini,fresh-35,fresh,False,9,7,0.00181455,186.5,unknown,Dina Levačić
поиск + страница,gpt-4o-mini,fresh-36,fresh,False,6,5,0.00075045,138.0,136 people,129
поиск + страница,gpt-4o-mini,fresh-37,fresh,True,3,2,0.0003366,28.2,15 June,15 June
поиск + страница,gpt-4o-mini,fresh-38,fresh,True,3,2,0.0003828,27.9,Chief Minister of Kerala,Chief Minister
поиск + страница,gpt-4o-mini,fresh-39,fresh,True,5,4,0.00064395,88.8,Gelida,Gelida
